1.5423,2.7418
1.5423,3.2403
1.5423,3.7387
1.5423,4.237
1.5423,4.7351
1.5423,5.2469
1.5423,5.7724
1.5423,6.3115
1.5423,6.8644
1.5678,7.4265
1.6118,7.9975
1.6853,8.5763
1.7846,9.1623
1.8659,9.7649
1.9342,10.377
2.0101,10.9992
2.1121,11.6276
2.2355,12.2621
2.3884,12.901
2.5707,13.5434
2.7861,14.1873
3.0355,14.8312
3.3201,15.4732
3.6402,16.1119
3.9905,16.7326
4.3261,17.3618
4.6488,17.9981
4.9727,18.633
5.3221,19.2537
5.6538,19.8837
6.0142,20.5134
6.3576,21.1679
6.7308,21.8215
7.0878,22.4993
7.4733,23.177
7.844,23.8781
8.2416,24.5798
8.6261,25.3041
9.0439,26.0205
9.4852,26.7341
9.9545,27.4413
10.4554,28.1392
10.9891,28.8256
11.5565,29.4984
12.1581,30.1552
12.7931,30.7931
13.46,31.4088
14.157,31.9995
14.8822,32.5626
15.6333,33.0957
16.4082,33.5969
17.2045,34.0645
17.995,34.55
18.7831,35.0382
19.5879,35.4943
20.4048,35.9383
21.2463,36.3531
22.1084,36.7463
22.9913,37.1165
23.8955,37.4601
24.821,37.7744
25.7672,38.0572
26.7326,38.3063
27.7035,38.5792
28.6756,38.8595
29.6591,39.1083
30.6572,39.3523
31.6702,39.5908
32.6953,39.8353
33.7341,40.0792
34.785,40.3293
35.8493,40.5797
36.9259,40.8355
38.0156,41.0923
39.1178,41.3538
40.233,41.6169
41.3636,41.8516
42.5087,42.0601
43.6683,42.2386
44.842,42.3836
46.0291,42.4925
47.2279,42.5635
48.4347,42.5951
49.6458,42.5867
50.8577,42.5377
52.0674,42.448
53.272,42.3179
54.4689,42.1475
55.6703,41.9933
56.8635,41.8025
58.0511,41.5806
59.2435,41.3812
60.4412,41.2046
61.6513,41.0514
62.8748,40.9304
64.111,40.8471
65.3541,40.8035
66.5986,40.8008
67.84,40.8389
69.0746,40.9177
70.2996,41.0367
71.5135,41.1953
72.7147,41.3932
73.9015,41.6298
75.0727,41.9044
76.2266,42.2164
77.3619,42.5652
78.4774,42.9499
79.5716,43.3698
80.6434,43.8242
81.6916,44.3122
82.715,44.8329
83.7126,45.3855
84.6834,45.9691
85.6263,46.5828
86.5404,47.2256
87.4249,47.8967
88.2788,48.595
89.1014,49.3196
89.8919,50.0697
90.6497,50.8441
91.3749,51.6431
92.0685,52.4673
92.7319,53.3178
93.3667,54.1959
93.9743,55.1022
94.5548,56.0368
95.1073,56.9987
95.6304,57.9867
96.1222,58.9988
96.5808,60.033
97.0046,61.0868
97.3921,62.1579
97.8029,63.2277
98.1887,64.3064
98.5518,65.3962
98.8996,66.5003
99.24,67.6201
99.5792,68.7538
99.9208,69.9004
100.2657,71.0596
100.6143,72.2312
100.9666,73.4152
101.3226,74.6117
101.6822,75.8205
102.0456,77.0417
102.4126,78.2752
102.7832,79.521
103.1576,80.7792
103.5356,82.0497
103.8841,83.3375
104.2045,84.6416
104.4941,85.9621
104.7495,87.2987
104.9682,88.6508
105.1484,90.0161
105.2886,91.3904
105.388,92.7699
105.4462,94.151
105.4629,95.5306
105.4383,96.9061
105.3726,98.2752
105.266,99.636
105.1191,100.9867
104.932,102.326
104.7053,103.6525
104.4393,104.9652
104.1344,106.2632
103.7909,107.5458
103.4091,108.8127
102.9891,110.0639
102.5309,111.2996
102.0345,112.5207
101.4998,113.7277
100.9266,114.9215
100.3149,116.1024
99.6649,117.2702
98.9768,118.4242
98.251,119.563
97.4883,120.6849
96.6895,121.7879
95.8555,122.87
94.9875,123.9293
94.0868,124.9639
93.1934,126.0137
92.2728,127.0407
91.3272,128.0522
90.3587,129.056
89.3707,130.0583
88.3507,131.0399
87.301,132.0024
86.2215,132.9445
85.1522,133.9182
84.0625,134.8851
82.9519,135.8467
81.8105,136.7843
80.6402,137.6994
79.4414,138.5911
78.2505,139.5149
77.0384,140.4293
75.8059,141.3368
74.5567,142.2421
73.2935,143.1493
72.0182,144.061
70.7155,144.9474
69.3866,145.8093
68.0311,146.6447
66.6484,147.4511
65.2387,148.2263
63.804,148.9677
62.3484,149.6728
60.8756,150.3394
59.3889,150.9661
57.8913,151.5519
56.385,152.0961
54.872,152.5983
53.354,153.0583
51.8322,153.4759
50.3078,153.851
48.782,154.1836
47.2557,154.4738
45.7294,154.7216
44.2033,154.9271
42.6772,155.0905
41.1503,155.2119
39.6212,155.2917
38.0881,155.33
36.5449,155.3618
34.9919,155.3666
33.4269,155.3519
31.8499,155.3241
30.2607,155.2881
28.6593,155.2476
27.0456,155.2047
25.4197,155.1604
23.7815,155.1153
22.131,155.0696
20.4684,155.0235
18.7935,154.977
17.1064,154.9301
15.4072,154.8829
13.6959,154.8353
11.9724,154.7874
10.2369,154.7392
8.4951,154.6527
6.7477,154.5286
4.9956,154.3654
3.2399,154.1612
1.4819,153.9148
-0.2748,153.6256
-2.025,153.2942
-3.7642,152.9215
-5.489,152.5085
-7.1965,152.056
-8.89,151.5664
-10.5672,151.0382
-12.2267,150.4711
-13.8675,149.8654
-15.4886,149.2213
-17.0894,148.5395
-18.6697,147.8202
-20.2299,147.0641
-21.7711,146.2718
-23.2957,145.4441
-24.8072,144.5829
-26.3105,143.6903
-27.8103,142.7699
-29.3098,141.827
-30.8119,140.8661
-32.3191,139.8911
-33.8333,138.905
-35.3556,137.9095
-36.8868,136.906
-38.4273,135.8951
-39.9775,134.8772
-41.5373,133.8525
-43.1068,132.8212
-44.6862,131.7834
-46.2753,130.739
-47.8742,129.6882
-49.4828,128.631
-51.1011,127.5673
-52.7292,126.4973
-54.367,125.4208
-56.0144,124.338
-57.6715,123.2489
-59.3382,122.1535
-61.0145,121.0517
-62.7005,119.9436
-64.3959,118.8292
-66.1009,117.7086
-67.8155,116.5817
-69.5395,115.4486
-71.273,114.3093
-73.0159,113.1637
-74.7683,112.012
-76.53,110.854
-78.3012,109.6899
-80.0538,108.4864
-81.7873,107.2437
-83.5006,105.962
-85.1928,104.6414
-86.8623,103.2823
-88.5065,101.8868
-90.1154,100.4642
-91.6881,99.0157
-93.2279,97.54
-94.7328,96.0368
-96.2016,94.5069
-97.6314,92.9554
-99.0219,91.3832
-100.3726,89.791
-101.6832,88.1796
-102.9534,86.5496
-104.1829,84.9017
-105.3717,83.2363
-106.5195,81.5539
-107.6265,79.8549
-108.6926,78.1397
-109.7181,76.4089
-110.703,74.6631
-111.6473,72.9031
-112.5507,71.1298
-113.4662,69.3648
-114.3544,67.5895
-115.2176,65.8053
-116.0392,64.0097
-116.8195,62.2036
-117.5585,60.3875
-118.2559,58.5625
-118.9113,56.7293
-119.5242,54.8889
-120.0942,53.0426
-120.621,51.1916
-121.1043,49.3372
-121.544,47.4805
-121.9401,45.6227
-122.2925,43.765
-122.6013,41.9084
-122.8665,40.0538
-123.0882,38.2023
-123.2666,36.3546
-123.4019,34.5116
-123.4941,32.6739
-123.5579,30.8381
-123.5793,29.0089
-123.5587,27.1869
-123.4967,25.3728
-123.3937,23.5673
-123.2501,21.7713
-123.0658,19.9857
-122.8408,18.2115
-122.5754,16.4499
-122.2696,14.702
-121.9236,12.969
-121.538,11.2521
-121.1129,9.5522
-120.6664,7.8607
-120.1813,6.1882
-119.658,4.5354
-119.0971,2.9029
-118.4993,1.2914
-117.8651,-0.2987
-117.1952,-1.8666
-116.5283,-3.434
-115.8368,-4.9879
-115.1266,-6.531
-114.3829,-8.0511
-113.6073,-9.5484
-112.8005,-11.0223
-111.9622,-12.4717
-111.1477,-13.9337
-110.31,-15.3795
-109.4521,-16.8108
-108.5788,-18.2303
-107.6949,-19.6413
-106.8048,-21.0462
-105.9115,-22.4472
-105.0169,-23.8453
-104.122,-25.2414
-103.2274,-26.6358
-102.3334,-28.0286
-101.4402,-29.42
